,id,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,owner_2_score,RATE_owner_2,CAP_AMOUNT_owner_2,PERCENT_OWN_owner_2,owner_3_score,RATE_owner_3,CAP_AMOUNT_owner_3,PERCENT_OWN_owner_3,years_in_business,RATE_ID_FOR_years_in_business,fsr,RATE_ID_FOR_fsr,location,RATE_ID_FOR_location,funded_last_30,RATE_ID_FOR_funded_last_30,judgement_lien_percent,RATE_ID_FOR_judgement_lien_percent,INPUT_VALUE_ID_FOR_judgement_lien_amount,RATE_ID_FOR_judgement_lien_amount,INPUT_VALUE_ID_FOR_judgement_lien_time,RATE_ID_FOR_judgement_lien_time,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,RATE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,RATE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,RATE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_tax_lien_amount,RATE_ID_FOR_tax_lien_amount,INPUT_VALUE_ID_FOR_tax_lien_percent,RATE_ID_FOR_tax_lien_percent,INPUT_VALUE_ID_FOR_tax_lien_count,RATE_ID_FOR_tax_lien_count,INPUT_VALUE_ID_FOR_current_position,RATE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,RATE_ID_FOR_avg_net_deposits,INPUT_VALUE_ID_FOR_industry_type,RATE_ID_FOR_industry_type,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status
420,2266,745,A,150000,75,631,A,150000,25,,,,,9.86,A,6,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,716,A,150000,100,2365,Paid in full
1411,4758,519,C,35000,100,,,,,,,,,2.97,A,6,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,519,C,35000,100,4604,Paid in full
199,1004,632,A,150000,50,629,A,150000,50,,,,,1.09,B,20,,Home,A,N,,0,A,0,A,,,1.8,B,30.2,A,32293.2,A,2444.2,A,0.08,A,0,A,0,A,0,A,1,A,32293.2,,preferred,,630,A,150000,100,831,Paid in full
1551,4500,705,A,150000,100,,,,,,,,,8.98,A,93,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,705,A,150000,100,4425,Default
1912,9969,696,A,150000,100,,,,,,,,,11.24,A,,,Home,A,N,,0,A,0,A,,,0,A,0,C,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,696,A,150000,100,8279,Paid in full
122,724,620,A,150000,100,,,,,,,,,109.24,A,,,Verified,A,N,,0,A,0,A,,,0,A,26,A,277388.564,A,7000,A,0.03,A,0,A,0,A,0,A,2,C,277388.564,,preferred,,620,A,150000,100,576,Paid in full
496,2831,432,D,0,100,,,,,,,,,3.06,A,13,,Verified,A,N,,0,A,0,A,,,0,A,60,A,50542.8,A,14812.8,A,0.29,A,0,A,0,A,0,A,1,A,50542.8,,preferred,,432,D,0,100,2828,Paid off with renewal
525,4115,643,A,150000,100,,,,,,,,,24.3,A,70,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,643,A,150000,100,4099,Paid off with renewal
1470,5137,684,A,150000,100,,,,,,,,,9.84,A,19,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,684,A,150000,100,4755,Paid in full
213,765,620,A,150000,100,,,,,,,,,8.19,A,,,Verified,A,N,,0,A,0,A,,,0,A,73.25,A,130551.27,A,27761,A,0.21,A,0,A,0,A,0,A,2,C,130551.27,,preferred,,620,A,150000,100,153,Paid off with renewal
1741,6869,673,A,150000,100,,,,,,,,,1.84,B,83,,Verified,A,N,,0,A,0,A,,,1,A,2.5,R,250953,A,41752,A,0.17,A,0,A,0,A,0,A,0,A,250953,,preferred,,673,A,150000,100,6100,Paid in full
1813,7853,693,A,150000,100,,,,,,,,,5.71,A,,,Home,A,N,,0,A,0,A,,,0,A,0,C,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,693,A,150000,100,6832,Default
1269,3134,649,A,150000,100,,,,,,,,,18.93,A,70,,Verified,A,N,,0,A,0,A,,,0,A,11.5,A,53664.67,A,11488.5,A,0.21,A,0,A,0,A,0,A,1,A,53664.67,,preferred,,649,A,150000,100,3266,Paid in full
255,1351,504,C,35000,100,,,,,,,,,2.21,A,,,Home,A,N,,0,A,0,A,,,0,A,5.75,R,14986.25,A,8074.75,A,0.54,A,0,A,0,A,0,A,1,A,14986.25,,preferred,,504,C,35000,100,1237,Paid via discounted payoff
546,3792,498,D,0,100,,,,,,,,,26.96,A,54,,Verified,A,N,,0,A,0,A,,,0.5,A,27.25,A,41224.25,A,9573.08,A,0.23,A,0,A,0,A,0,A,0,A,41224.25,,preferred,,498,D,0,100,3876,Paid off with renewal
106,532,551,B,100000,100,,,,,,,,,1805.38,A,5,,Verified,A,N,,0,A,0,A,,,3.25,C,16,A,142658.58,A,13219.3025,A,0.09,A,0,A,0,A,0,A,3,D,142658.58,,capped,,551,B,100000,100,429,Paid in full
1099,7987,548,C,35000,100,,,,,,,,,15.01,A,3,,Verified,A,N,,0,A,0,A,,,0,A,0,C,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,548,C,35000,100,6916,Default
1191,2857,500,C,35000,100,,,,,,,,,0.34,D,1,,Home,A,N,,0,A,0,A,,,3.5,C,10.5,R,70921.99,A,9731.49,A,0.14,A,0,A,0,A,0,A,0,A,70921.99,,preferred,,500,C,35000,100,2966,Default
1063,6117,582,B,100000,100,,,,,,,,,35.14,A,7,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,582,B,100000,100,5507,Default
1851,7888,693,A,150000,100,,,,,,,,,5.71,A,92,,Home,A,N,,0,A,0,A,,,0,A,33.25,A,161968.75,A,10575.25,A,0.07,A,0,A,0,A,0,A,2,C,161968.75,,preferred,,693,A,150000,100,6832,Default
1117,7012,738,A,150000,100,,,,,,,,,2.72,A,16,,Home,A,N,,0,A,0,A,,,0,A,4,R,96609.54,A,18030.22286,A,0.19,A,0,A,0,A,0,A,1,A,96609.54,,capped,,738,A,150000,100,5033,Default
688,3515,682,A,150000,50,691,A,150000,50,,,,,24.11,A,75,,Verified,A,N,,0,A,0,A,,,0.333333333,A,98.66666667,A,154156.8867,A,20540.18333,A,0.13,A,0,A,0,A,0,A,2,C,154156.8867,,preferred,,686,A,150000,100,3559,Paid in full
1266,2947,539,C,35000,100,,,,,,,,,12.92,A,3,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,539,C,35000,100,3056,Paid off with renewal
1394,3516,559,B,100000,100,,,,,,,,,5.94,A,,,Home,A,N,,0,A,0,A,,,0.666666667,A,4.666666667,R,33239.48667,A,6666.666667,A,0.2,A,0,A,0,A,0,A,0,A,33239.48667,,preferred,,559,B,100000,100,3618,Default
238,982,632,A,150000,50,,,,,,,,,1.09,B,20,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,632,A,150000,50,831,Paid in full
1416,5063,606,A,150000,100,,,,,,,,,2.08,A,6,,Verified,A,N,,0,A,0,A,,,0,A,16.75,A,53039.8175,A,7671.5,A,0.14,A,0,A,0,A,0,A,1,A,53039.8175,,preferred,,606,A,150000,100,4642,Paid off with renewal
374,1857,604,A,150000,100,,,,,,,,,2.65,A,6,,Home,A,N,,0,A,0,A,,,0,A,16.33333333,A,26921.33333,A,3483.176667,A,0.13,A,0,A,0,A,0,A,0,A,26921.33333,,preferred,,604,A,150000,100,1904,Paid in full
6,104,600,A,150000,0,,,,0,,,,0,11.12,A,75,A,BRICK,A,N,,0,A,0,A,,,1.666666667,B,81.22222222,A,135836.4444,A,16430.17222,A,0.12,A,0,A,0,A,0,A,2,C,135836.4444,,,,,,,,88,Paid in full
1833,7114,475,D,0,50,537,C,35000,50,,,,,1.6,B,,,Home,A,N,,0,A,0,A,,,4,C,30,A,46934.46,A,2478.52,A,0.05,A,0,A,0,A,0,A,2,C,46934.46,,preferred,,506,C,35000,100,232,Paid in full
1630,6249,488,D,0,100,,,,,,,,,5.44,A,4,,Verified,A,N,,0,A,0,A,,,0.25,A,14,A,76942.5,A,6579,A,0.09,A,0,A,0,A,0,A,0,A,76942.5,,preferred,,488,D,0,100,5529,Paid in full
1041,6760,684,A,150000,100,,,,,,,,,5.53,A,5,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,684,A,150000,100,6035,Paid via discounted payoff
226,880,638,A,150000,50,,,,,,,,,6.78,A,6,,Verified,A,N,,0,A,0,A,,,0.090909091,A,3.909090909,R,48245.70273,A,23136,A,0.48,A,0,A,0,A,0,A,1,A,48245.70273,,preferred,,638,A,150000,50,737,Default
1785,7118,741,A,150000,100,,,,,,,,,4.06,A,81,,Verified,A,N,,0,A,0,A,,,0,A,6.583333333,R,94072.75,A,34921.66833,A,0.37,A,0,A,0,A,0,A,1,A,94072.75,,preferred,,741,A,150000,100,928,Paid off with renewal
859,6213,568,B,100000,100,,,,,,,,,3.42,A,86,,Verified,A,N,,0,A,0,A,,,0.142857143,A,19.71428571,A,86904.42857,A,19131.85714,A,0.22,A,0,A,0,A,0,A,3,D,86904.42857,,preferred,,568,B,100000,100,5521,Paid in full
1143,2737,718,A,150000,100,,,,,,,,,26.87,A,,,Verified,A,N,,0,A,0,A,,,0.5,A,61.75,A,189827,A,6774.5,A,0.04,A,0,A,0,A,0,A,1,A,189827,,capped,,718,A,150000,100,2846,Default
789,4845,611,A,150000,100,,,,,,,,,32.18,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,611,A,150000,100,4622,Paid off with renewal
419,2150,448,D,0,50,487,D,0,50,,,,,6.67,A,19,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,467,D,0,100,2193,Paid off with renewal
858,5966,762,A,150000,100,,,,,,,,,3.74,A,47,,Home,A,Y,D,0,A,0,A,,,0.25,A,13.25,A,90001.25,A,13085.5,A,0.15,A,0,A,0,A,0,A,1,A,90001.25,,preferred,,762,A,150000,100,5297,Paid in full
843,5967,762,A,150000,100,,,,,,,,,3.74,A,47,,Home,A,N,,0,A,0,A,,,0.25,A,13.25,A,90001.25,A,13085.5,A,0.15,A,0,A,0,A,0,A,1,A,90001.25,,preferred,,762,A,150000,100,5297,Paid in full
1573,6073,502,C,35000,100,,,,,,,,,9.17,A,5,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,502,C,35000,100,5452,Paid in full
442,2053,690,A,150000,33.3,717,A,150000,33.3,,,,,30.28,A,80,,Verified,A,N,,0,A,0,A,,,0.25,A,120.75,A,391481.25,A,47417.1075,A,0.12,A,0,A,0,A,0,A,1,A,391481.25,,capped,,703,A,150000,66.6,2131,Default
1919,7969,635,B,100000,100,,,,,,,,,4.14,A,45,,Verified,A,N,,0,A,0,A,,,0,A,8.8,C,230258.412,A,6000,A,0.03,A,0,A,0,A,0,A,1,A,230258.412,,capped,,635,B,100000,100,6894,Paid in full
940,6972,673,A,150000,100,,,,,,,,,1.84,B,83,,Home,A,N,,0,A,0,A,,,1,A,2.5,R,250953,A,41752,A,0.17,A,0,A,0,A,0,A,0,A,250953,,capped,,673,A,150000,100,6100,Paid in full
82,274,652,A,150000,100,,,,,,,,,4.73,A,,,Verified,,N,,0,A,0,A,,,4.285714286,D,0,R,289466.8586,A,26000,A,0.09,A,0,A,0,A,0,A,2,C,289466.8586,,preferred,,652,A,150000,100,201,Default
521,3704,544,C,35000,100,,,,,,,,,4.94,A,18,,Unknown,,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,544,C,35000,100,3792,Default
1288,3536,684,A,150000,100,,,,,,,,,0.31,D,,,Verified,A,N,,0,A,0,A,,,0,A,21.66666667,A,17995.09667,A,5837.393333,A,0.32,A,0,A,0,A,0,A,0,A,17995.09667,,preferred,,684,A,150000,100,3634,Paid in full
976,6606,616,A,150000,80,601,A,150000,20,,,,,8.05,A,69,,Verified,A,N,,0,A,0,A,,,0.4,A,67.2,A,49269.8,A,2950.6,A,0.06,A,0,A,0,A,0,A,3,D,49269.8,,preferred,,613,A,150000,100,5892,Paid off with renewal
1633,6465,506,C,35000,100,,,,,,,,,2.24,A,39,,Verified,A,N,,0,A,0,A,,,0.25,A,7.75,R,500593.25,A,23497.5,A,0.05,A,0,A,0,A,0,A,1,A,500593.25,,capped,,506,C,35000,100,5713,Paid in full
1873,8583,623,B,100000,100,,,,,,,,,11.2,A,78,,Verified,A,N,,0,A,0,A,,,0,A,17.66666667,B,43544.58333,A,21669.73,A,0.5,A,0,A,0,A,0,A,1,A,43544.58333,,preferred,,623,B,100000,100,7294,Paid off with renewal
1007,6009,635,A,150000,100,,,,,,,,,4.09,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,635,A,150000,100,5428,Paid in full
416,2161,537,C,35000,100,,,,,,,,,9.88,A,17,,Verified,A,N,,0,A,0,A,,,0.25,A,32.75,A,115187,A,10049.5,A,0.09,A,0,A,0,A,0,A,2,C,115187,,preferred,,537,C,35000,100,2227,Paid off with renewal
1834,7117,612,A,150000,100,,,,,,,,,6.32,A,82,,Verified,A,N,,0,A,0,A,,,0.75,A,25,A,90970.535,A,14522,A,0.16,A,0,A,0,A,0,A,2,C,90970.535,,preferred,,612,A,150000,100,569,Paid in full
169,1019,664,A,150000,100,,,,,,,,,5.46,A,73,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,664,A,150000,100,875,Paid in full
1016,6713,588,B,100000,100,,,,,,,,,5.05,A,29,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,588,B,100000,100,5972,Paid off with renewal
751,4932,606,A,150000,100,,,,,,,,,9.42,A,79,,Verified,A,N,,0,A,0,A,,,0,A,66.75,A,54014.945,A,856.61,D,0.02,A,0,A,0,A,0,A,1,A,54014.945,,preferred,,606,A,150000,100,4615,Default
1303,4041,562,B,100000,100,,,,,,,,,8.23,A,6,,Verified,A,N,,0,A,0,A,,,7,D,73.25,A,34067,A,579.25,D,0.02,A,0,A,0,A,0,A,0,A,34067,,preferred,,562,B,100000,100,4048,Default
1762,7378,508,C,35000,90,613,A,150000,10,,,,,4.4,A,,,Verified,A,N,,0,A,0,A,,,1,A,12,B,233806.75,A,12134.75,A,0.05,A,0,A,0,A,0,A,2,C,233806.75,,standard,,518,C,35000,100,935,Default
1198,2356,570,B,100000,33.3,481,D,0,33.3,,,,,2.19,A,2,,Verified,A,N,,0,A,0,A,,,4.333333333,D,36.33333333,A,34251.33333,A,1031,A,0.03,A,0,A,0,A,0,A,1,A,34251.33333,,preferred,,525,C,35000,66.6,2453,Paid in full
1954,8985,704,A,150000,100,,,,,,,,,2.31,A,31,,Verified,A,N,,0,A,0,A,,,0,A,10.4,C,122193.6,A,18409.9,A,0.15,A,0,A,0,A,0,A,0,A,122193.6,,preferred,,704,A,150000,100,7526,Paid in full
1920,8218,573,C,35000,100,,,,,,,,,11.43,A,18,,Verified,A,N,,0,A,0,A,,,1,A,57.66666667,A,119874,A,14606.33333,A,0.12,A,0,A,0,A,0,A,1,A,119874,,preferred,,573,C,35000,100,7085,Paid in full
793,5034,655,A,150000,100,,,,,,,,,3.65,A,69,,Verified,A,N,,0,A,0,A,,,3,C,146,A,198839.3267,A,8777.266667,A,0.04,A,0,A,0,A,0,A,1,A,198839.3267,,preferred,,655,A,150000,100,4666,Paid in full
1699,6358,564,B,100000,50,547,C,35000,50,,,,,1.94,B,8,,Verified,A,N,,0,A,0,A,,,0,A,41.66666667,A,128897.41,A,18260.51333,A,0.14,A,0,A,0,A,0,A,1,A,128897.41,,preferred,,555,B,100000,100,5581,Paid in full
240,1033,664,A,150000,100,,,,,,,,,5.46,A,73,,Home,A,N,,0,A,0,A,,,0.2,A,24.6,A,23280.8,A,2171.2,A,0.09,A,0,A,0,A,0,A,1,A,23280.8,,preferred,,664,A,150000,100,875,Paid in full
1665,6429,561,B,100000,50,9002,R,,50,,,,,5.87,A,74,,Home,A,N,,0,A,0,A,,,0.333333333,A,64,A,23972,A,1325.333333,A,0.06,A,0,A,0,A,0,A,1,A,23972,,preferred,,4781,R,,100,5641,Paid off with renewal
1012,6440,506,C,35000,100,,,,,,,,,2.23,A,39,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,506,C,35000,100,5713,Paid in full
1166,1909,630,A,150000,100,,,,,,,,,5.68,A,42,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,630,A,150000,100,1975,Paid in full
1781,6765,684,A,150000,100,,,,,,,,,5.53,A,5,,Home,A,N,,0,A,0,A,,,0,A,82.33333333,A,115959,A,5333.333333,A,0.05,A,0,A,0,A,0,A,1,A,115959,,preferred,,684,A,150000,100,6035,Paid via discounted payoff
1704,7238,675,A,150000,100,,,,,,,,,9.08,A,9,,Verified,A,N,,0,A,0,A,,,0,A,10,R,245235.25,A,20719,A,0.08,A,0,A,0,A,0,A,0,A,245235.25,,preferred,,675,A,150000,100,6343,Default
590,3449,582,B,100000,100,,,,,,,,,1.11,B,,,Home,A,N,,0,A,0,A,,,0,A,13.25,A,32607.6475,A,1000,A,0.03,A,0,A,0,A,0,A,1,A,32607.6475,,preferred,,582,B,100000,100,3605,Default
1349,4051,562,B,100000,100,,,,,,,,,8.23,A,6,,Verified,A,N,,0,A,0,A,,,7,D,73.25,A,34067,A,579.25,D,0.02,A,0,A,0,A,0,A,0,A,34067,,capped,,562,B,100000,100,4048,Default
1420,5134,696,A,150000,25,697,A,150000,25,,,,,1.33,B,12,,Verified,A,N,,0,A,0,A,,,0.6,A,25.2,A,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,696,A,150000,50,4769,Paid in full
236,958,638,A,150000,50,,,,,,,,,6.79,A,6,,Verified,A,N,,0,A,0,A,,,0.2,A,6.2,R,77533.2,A,45241,A,0.58,A,0,A,0,A,0,A,1,A,77533.2,,preferred,,638,A,150000,50,737,Default
399,1913,578,B,100000,100,,,,,,,,,3.84,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,578,B,100000,100,1981,Paid in full
284,1640,736,A,150000,100,,,,,,,,,20.83,A,99,,Verified,A,N,,0,A,0,A,,,0,A,24,A,298823.2,A,77588.4,A,0.26,A,0,A,0,A,0,A,2,C,298823.2,,capped,,736,A,150000,100,1053,Default
1438,4581,613,A,150000,100,,,,,,,,,6.89,A,,,Home,A,N,,0,A,0,A,,,4,C,33.25,A,50514.1175,A,5013.8075,A,0.1,A,0,A,0,A,0,A,1,A,50514.1175,,preferred,,613,A,150000,100,4439,Paid in full
554,3771,498,D,0,100,,,,,,,,,26.96,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,498,D,0,100,3876,Paid off with renewal
155,949,627,A,150000,100,,,,,,,,,17.21,A,5,,Verified,A,N,,0,A,0,A,,,2,B,22.8,A,111694.8,A,10635,A,0.1,A,0,A,0,A,0,A,1,A,111694.8,,preferred,,627,A,150000,100,836,Default
477,2737,718,A,150000,100,,,,,,,,,26.87,A,,,Verified,A,N,,0,A,0,A,,,0.5,A,61.75,A,189827,A,6774.5,A,0.04,A,0,A,0,A,0,A,1,A,189827,,capped,,718,A,150000,100,2846,Default
1322,3616,,,,100,,,,,,,,,4.94,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,25000,A,0,D,0,D,0,A,0,A,0,A,0,A,25000,,preferred,,0,,,0,3463,Paid in full
1153,2193,640,A,150000,100,,,,,,,,,5.27,A,57,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,640,A,150000,100,2194,Paid in full
1430,4414,740,A,150000,80,,,,,,,,,4.02,A,6,,Verified,A,N,,0,A,0,A,,,0.5,A,3.75,R,15799,A,5000,A,0.32,A,0,A,0,A,0,A,0,A,15799,,preferred,,740,A,150000,80,4349,Paid in full
215,785,620,A,150000,100,,,,,,,,,8.19,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,130000,A,0,D,0,D,0,A,0,A,0,A,1,A,130000,,preferred,,620,A,150000,100,676,Paid off with renewal
748,4886,609,A,150000,100,,,,,,,,,4.95,A,4,,Verified,A,N,,0,A,0,A,,,0,A,91.5,A,150277.01,A,61899.5,A,0.41,A,0,A,0,A,0,A,1,A,150277.01,,preferred,,609,A,150000,100,4618,Paid in full
1789,7258,652,A,150000,100,,,,,,,,,31.43,A,87,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,652,A,150000,100,6367,Paid in full
979,6111,762,A,150000,100,,,,,,,,,3.74,A,47,,Home,A,N,,0,A,0,A,,,0,A,5,R,88578.75,A,17174,A,0.19,A,0,A,0,A,0,A,1,A,88578.75,,preferred,,762,A,150000,100,5297,Paid in full
140,882,562,B,100000,100,,,,,,,,,1.69,B,33,,Verified,A,N,,0,A,0,A,,,0.25,A,16.25,A,25317.75,A,3112.5,A,0.12,A,0,A,0,A,0,A,0,A,25317.75,,preferred,,562,B,100000,100,703,Paid in full
903,4970,582,B,100000,100,,,,,,,,,8.72,A,7,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,582,B,100000,100,4699,Paid in full
1094,7324,663,A,150000,100,,,,,,,,,25.08,A,,,Home,A,N,,0,A,0,A,,,0.333333333,A,77,A,99116.16,A,1177,A,0.01,A,0,A,0,A,0,A,0,A,99116.16,,preferred,,663,A,150000,100,6411,Paid off with renewal
1499,3735,738,A,150000,100,,,,,,,,,32.55,A,31,,Verified,A,N,,0,A,0,A,,,0,A,5.8,R,182863,A,47566.4,A,0.26,A,0,A,0,A,0,A,1,A,182863,,preferred,,738,A,150000,100,3505,Default
987,6328,713,A,150000,100,,,,,,,,,21.64,A,80,,Verified,A,N,,0,A,0,A,,,0,A,10.5,R,164320.45,A,48517.7075,A,0.3,A,0,A,0,A,0,A,1,A,164320.45,,preferred,,713,A,150000,100,5603,Paid off with renewal
410,2410,574,B,100000,100,,,,,,,,,14.77,A,80,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,574,B,100000,100,2503,Paid off with renewal
302,1460,580,B,100000,100,,,,,,,,,3.67,A,12,,Verified,A,N,,0,A,0,A,,,0,A,37,A,31002.25,A,3070.27,A,0.1,A,0,A,0,A,0,A,1,A,31002.25,,preferred,,580,B,100000,100,1219,Paid off with renewal
253,1175,508,C,35000,90,613,A,150000,10,,,,,4.13,A,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,216557.5,A,0,D,0,D,0,A,0,A,0,A,2,C,216557.5,,standard,,518,C,35000,100,935,Default
249,1133,736,A,150000,100,,,,,,,,,20.81,A,99,,Verified,A,N,,0,A,0,A,,,0,A,24,A,298823.2,A,77588.4,A,0.26,A,0,A,0,A,0,A,2,C,298823.2,,preferred,,736,A,150000,100,1053,Default
1649,4932,606,A,150000,100,,,,,,,,,9.42,A,79,,Verified,A,N,,0,A,0,A,,,0,A,66.75,A,54014.945,A,856.61,D,0.02,A,0,A,0,A,0,A,1,A,54014.945,,preferred,,606,A,150000,100,4615,Default
1589,5099,705,A,150000,100,,,,,,,,,12.57,A,87,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,705,A,150000,100,4743,Paid in full
393,2813,646,A,150000,100,,,,,,,,,31.82,A,98,,Verified,A,N,,0,A,0,A,,,0,A,14.25,A,100060.75,A,13971.7975,A,0.14,A,0,A,0,A,0,A,1,A,100060.75,,preferred,,646,A,150000,100,2924,Paid in full
1283,2706,432,D,0,100,,,,,,,,,3.06,A,13,,Verified,A,N,,0,A,0,A,,,0,A,60,A,50542.8,A,14812.8,A,0.29,A,0,A,0,A,0,A,2,C,50542.8,,preferred,,432,D,0,100,2828,Paid off with renewal
958,7221,675,A,150000,100,,,,,,,,,9.07,A,9,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,675,A,150000,100,6343,Default
88,394,508,C,35000,100,,,,,,,,,2.57,A,,,Verified,A,N,,0,A,0,A,,,0,A,39.25,A,46794.395,A,10072.4875,A,0.22,A,0,A,0,A,0,A,0,A,46794.395,,capped,,508,C,35000,100,319,Paid in full
1538,5037,655,A,150000,100,,,,,,,,,3.65,A,69,,Verified,A,N,,0,A,0,A,,,3,C,146,A,198839.3267,A,8777.266667,A,0.04,A,0,A,0,A,0,A,1,A,198839.3267,,preferred,,655,A,150000,100,4666,Paid in full
1823,8231,698,A,150000,100,,,,,,,,,2.58,A,,,Home,A,N,,0,A,0,A,,,0,A,0,C,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,698,A,150000,100,7089,Paid off with renewal
910,5153,574,B,100000,100,,,,,,,,,14.98,A,80,,Home,A,N,,0,A,0,A,,,0.5,A,22.5,A,57474.25,A,6064.25,A,0.11,A,0,A,0,A,0,A,1,A,57474.25,,preferred,,574,B,100000,100,2503,Paid off with renewal
989,6406,662,A,150000,100,,,,,,,,,4.04,A,5,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,662,A,150000,100,5659,Paid in full
782,4508,500,C,35000,100,,,,,,,,,6.98,A,6,,Verified,A,N,,0,A,0,A,,,0.5,A,19,A,103705.1025,A,7163.095,A,0.07,A,0,A,0,A,0,A,2,C,103705.1025,,preferred,,500,C,35000,100,4468,Default
250,1293,580,B,100000,100,,,,,,,,,3.66,A,,,Home,A,N,,0,A,0,A,,,0,A,37,A,31002.25,A,3070.27,A,0.1,A,0,A,0,A,0,A,1,A,31002.25,,preferred,,580,B,100000,100,1219,Paid off with renewal
99,335,650,A,150000,100,,,,,,,,,14.24,A,,,Verified,A,N,,0,A,0,A,,,0,A,89.33333333,A,79410.25667,A,7787.976667,A,0.1,A,0,A,0,A,0,A,1,A,79410.25667,,preferred,,650,A,150000,100,287,Paid off with renewal
1938,9174,620,B,100000,100,,,,,,,,,2.16,A,29,,Home,A,N,,0,A,0,A,,,0,A,70,A,86020.5,A,25650.25,A,0.3,A,0,A,0,A,0,A,1,A,86020.5,,preferred,,620,B,100000,100,7460,Paid via discounted payoff
